0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,12
0,13
0,14
0,17
0,18
0,19
0,22
0,24
0,26
0,31
0,33
0,38
0,40
0,54
0,59
0,64
0,76
0,79
0,81
0,95
0,102
0,103
0,104
0,123
0,130
0,134
0,142
0,145
0,148
0,153
0,159
0,168
0,180
0,182
0,194
0,200
0,224
0,231
0,240
0,248
0,252
0,254
0,268
0,278
0,284
0,285
0,295
0,296
0,315
0,334
0,340
0,342
0,351
0,390
0,392
0,402
0,414
0,415
0,417
0,426
0,443
0,445
0,462
0,464
0,482
0,485
0,522
0,523
0,536
0,543
0,583
0,591
0,599
0,641
0,652
0,677
0,679
0,682
0,695
0,699
0,705
0,706
0,735
0,745
0,769
0,778
0,785
0,800
0,816
0,822
0,829
0,842
0,862
0,890
0,911
0,947
0,974
0,987
0,988
0,998
0,1012
0,1013
0,1018
0,1029
0,1038
0,1124
0,1130
0,1148
0,1173
0,1219
0,1220
0,1225
0,1327
0,1335
0,1351
0,1380
0,1391
0,1440
0,1449
0,1535
0,1587
0,1593
0,1624
0,1628
0,1666
0,1672
0,1678
0,1736
0,1746
0,1747
0,1768
0,1790
0,1881
0,1914
0,1916
0,1992
0,2054
0,2137
0,2185
0,2188
0,2234
0,2246
0,2249
0,2254
0,2260
0,2281
0,2308
0,2311
0,2358
0,2363
0,2384
0,2401
0,2484
0,2507
0,2509
0,2534
0,2587
0,2592
0,2654
0,2689
0,2757
0,2766
0,2849
0,2865
0,2879
0,2898
0,2906
0,2936
0,2995
0,3072
0,3117
0,3118
0,3120
0,3127
0,3137
0,3148
0,3169
0,3186
0,3240
0,3312
0,3330
0,3428
0,3473
0,3542
0,3545
0,3576
0,3680
0,3721
0,3803
0,3810
0,3827
0,3831
0,4018
0,4051
0,4075
0,4083
0,4155
0,4228
0,4246
0,4281
0,4474
0,4547
0,4664
0,4761
0,4785
0,4823
0,4884
0,4892
0,4903
0,4904
0,4953
0,4959
0,4977
1,3
1,4
1,5
1,6
1,7
1,8
1,11
1,23
1,28
1,29
1,33
1,35
1,36
1,50
1,63
1,91
1,124
1,126
1,156
1,159
1,190
1,202
1,215
1,232
1,242
1,244
1,249
1,293
1,318
1,321
1,386
1,393
1,440
1,465
1,626
1,705
1,710
1,799
1,851
1,875
1,932
1,937
1,971
1,1028
1,1052
1,1091
1,1133
1,1161
1,1238
1,1241
1,1263
1,1275
1,1298
1,1338
1,1511
1,1616
1,1724
1,1730
1,1770
1,1803
1,1857
1,2195
1,2213
1,2264
1,2344
1,2451
1,2493
1,2558
1,2660
1,2663
1,2684
1,2710
1,2738
1,2796
1,2856
1,2916
1,3334
1,3495
1,3559
1,3569
1,3617
1,3639
1,3718
1,4149
1,4164
1,4174
1,4180
1,4293
1,4498
1,4542
1,4686
1,4693
1,4701
1,4743
1,4746
1,4777
2,20
2,87
2,129
2,143
2,153
2,196
2,238
2,309
2,391
2,541
2,759
2,832
2,925
2,960
2,1962
2,2589
2,2742
2,3512
2,3658
2,3717
2,3965
2,4220
2,4221
2,4494
2,4552
3,17
3,20
3,23
3,35
3,39
3,49
3,60
3,72
3,75
3,77
3,83
3,100
3,109
3,111
3,113
3,119
3,131
3,136
3,151
3,168
3,191
3,197
3,202
3,217
3,223
3,245
3,270
3,323
3,338
3,340
3,373
3,407
3,470
3,485
3,526
3,540
3,672
3,741
3,777
3,790
3,808
3,890
3,922
3,923
3,931
3,998
3,1079
3,1129
3,1135
3,1174
3,1211
3,1264
3,1279
3,1293
3,1325
3,1367
3,1410
3,1421
3,1543
3,1544
3,1572
3,1632
3,1639
3,1905
3,2069
3,2101
3,2135
3,2219
3,2222
3,2269
3,2436
3,2442
3,2446
3,2500
3,2516
3,2558
3,2586
3,2611
3,2642
3,2648
3,3009
3,3062
3,3113
3,3126
3,3153
3,3289
3,3315
3,3442
3,3500
3,3905
3,3932
3,3981
3,4117
3,4167
3,4169
3,4247
3,4280
3,4325
3,4387
3,4446
3,4561
3,4599
3,4660
3,4964
4,10
4,115
4,144
4,216
4,269
4,343
4,348
4,374
4,395
4,598
4,923
4,1731
4,2268
4,2312
4,2332
4,2707
4,2833
4,2873
4,3881
4,3916
5,10
5,11
5,24
5,25
5,43
5,58
5,63
5,85
5,149
5,162
5,228
5,283
5,307
5,311
5,331
5,431
5,489
5,667
5,679
5,725
5,800
5,873
5,902
5,906
5,944
5,1042
5,1075
5,1138
5,1162
5,1292
5,1393
5,1492
5,1498
5,1533
5,1604
5,1606
5,1668
5,2138
5,2155
5,2381
5,2701
5,2719
5,2751
5,2850
5,3086
5,3142
5,3210
5,3271
5,3340
5,3536
5,3604
5,3650
5,3716
5,3767
5,3789
5,3936
5,4131
5,4288
5,4382
5,4424
5,4458
5,4514
5,4557
5,4675
5,4721
5,4926
5,4940
6,69
6,469
6,752
6,775
6,2626
6,2663
6,2725
6,3058
6,4614
6,4752
7,9
7,14
7,18
7,27
7,45
7,52
7,62
7,70
7,79
7,94
7,99
7,107
7,108
7,121
7,132
7,147
7,148
7,207
7,233
7,286
7,335
7,395
7,426
7,468
7,549
7,572
7,582
7,607
7,623
7,809
7,814
7,835
7,854
7,917
7,928
7,991
7,1018
7,1072
7,1190
7,1202
7,1306
7,1313
7,1316
7,1517
7,1530
7,1572
7,1581
7,1611
7,1614
7,1636
7,1653
7,1710
7,1723
7,1897
7,1992
7,2119
7,2148
7,2162
7,2293
7,2296
7,2309
7,2341
7,2437
7,2452
7,2454
7,2468
7,2470
7,2522
7,2592
7,2722
7,2729
7,2734
7,2785
7,2816
7,2848
7,2903
7,2960
7,3121
7,3360
7,3596
7,3607
7,3752
7,3779
7,3817
7,3825
7,3865
7,4059
7,4112
7,4267
7,4299
7,4303
7,4313
7,4325
7,4373
7,4393
7,4603
7,4700
7,4763
7,4867
7,4916
7,4994
8,12
8,15
8,32
8,37
8,53
8,67
8,97
8,149
8,158
8,169
8,237
8,249
8,261
8,290
8,360
8,374
8,397
8,399
8,419
8,454
8,480
8,594
8,653
8,772
8,872
8,1060
8,1111
8,1217
8,1301
8,1326
8,1797
8,1814
8,1854
8,2004
8,2307
8,2367
8,2376
8,3290
8,3403
8,3408
8,3550
8,3584
8,3902
8,4617
8,4646
8,4898
9,21
9,22
9,27
9,41
9,44
9,53
9,54
9,109
9,127
9,174
9,176
9,212
9,396
9,409
9,415
9,427
9,433
9,634
9,951
9,979
9,1003
9,1066
9,1215
9,1411
9,1536
9,1584
9,1716
9,1745
9,1844
9,2108
9,2128
9,2189
9,2226
9,2254
9,2318
9,2431
9,2520
9,2811
9,2967
9,3024
9,3072
9,3969
9,3970
9,3978
9,4391
9,4398
9,4413
9,4422
10,13
10,44
10,138
10,161
10,167
10,411
10,668
10,783
10,802
10,827
10,1058
10,1067
10,1214
10,1670
10,1859
10,2538
10,2678
10,3260
10,3878
10,4884
11,21
11,25
11,30
11,34
11,36
11,37
11,45
11,46
11,51
11,56
11,70
11,88
11,92
